date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-01-25,-2.4,-3.6,-0.1,4.4,530,262,16.4,,1006.1,74
2021-01-26,-2.8,-4.6,-1.2,0.4,560,259,17.8,,1022.2,177
2021-01-27,-2.7,-6.2,0.9,3.6,550,244.5,13.9,,1018.4,0
2021-01-28,4.4,0.1,7.5,30.4,500,254.2,23.2,,1010.5,1
2021-01-29,4.5,1.7,7.5,19.3,250,256.8,26.9,,1005.2,46
2021-01-30,2.9,1.6,4.6,7.9,160,247.5,17.3,,1001.9,0
2021-01-31,2.5,0.7,5,4.4,150,252.5,6.8,,999,3
2021-02-01,2.8,0.9,5.1,9.7,130,225.4,12.7,,997,0
2021-02-02,6,3.4,8.4,17.9,110,247.1,19.6,,1007.1,0
2021-02-03,6.7,4.5,8.7,21.8,0,243.3,20.4,,1006.7,0
2021-02-04,4.2,0.8,7.1,0,0,212,11.1,,1015.3,281
2021-02-05,5.1,0.9,11.3,0.1,0,214.9,7.3,,1012.6,181
2021-02-06,3.2,0.7,5.8,0.1,0,131.3,8.3,,1005.4,38
2021-02-07,2.5,0.2,7.3,1.9,0,252.6,11.5,,997.5,43
2021-02-08,-1.3,-3.5,0.5,4,10,261.8,10.3,,998.2,0
2021-02-09,-2.7,-3.6,-0.5,2.4,80,296.2,6.7,,1002.9,104
2021-02-10,-4.1,-9.7,-1.8,1.9,100,75,6.6,,1005.8,0
2021-02-11,-10.8,-14.7,-8.2,0,110,54.9,9.5,,1026.7,353
2021-02-12,-11.3,-15.8,-6.5,0,110,76.3,15.3,,1028.7,559
2021-02-13,-10.4,-14.1,-6.7,0,110,79.3,20.8,,1035.4,560
2021-02-14,-8.7,-16.3,-1.9,0,110,108.3,13,,1038,551
2021-02-15,-3.2,-11.1,5.4,0.9,100,222,11.3,,1032,1
2021-02-16,5,-0.1,11.5,2,40,237.5,13.7,,1021.8,296
2021-02-17,3.6,-2.3,7.3,0,0,261,16,,1022.1,287
2021-02-18,2.6,-3.2,11.5,3.1,0,196.1,11.3,,1017.2,342
2021-02-19,5.8,0.5,11.4,0,0,221.9,10.5,,1020,249
2021-02-20,4.6,-1,14.7,0,0,178.7,8.5,,1018.7,582
2021-02-21,4.9,-2.1,15.3,0,0,161.8,8.9,,1017.8,592
2021-02-22,6.5,-1,16.8,0,0,195.6,7.9,,1021.7,464
2021-02-23,7.5,1.7,15.5,0,0,136.3,8,,1033.3,525
2021-02-24,7.7,1.4,17.5,0,0,199.5,6.4,,1033.5,528
2021-02-25,7.6,0,19,0,0,254.1,5.8,,1029.4,590
2021-02-26,6.5,0.5,14.8,0.4,0,305.7,10.8,,1030.3,401
2021-02-27,2.3,-1,6.2,0,0,64.4,18.7,,1035.4,464
2021-02-28,1.4,-3.2,7.8,0,0,79.3,14.9,,1033.6,613
2021-03-01,1.4,-4.7,9.8,0,0,94.3,7.6,,1031.5,617
2021-03-02,4.2,-3,14.8,0,0,163.5,4.9,,1030.5,621
2021-03-03,5.1,-0.5,13.3,0,0,254.8,6.9,,1028.9,0
2021-03-04,6.2,2.5,12.3,3.4,0,265.7,13,,1021.6,248
2021-03-05,1,-1.6,3.3,0,0,6.7,11.9,,1023.7,0
2021-03-06,-1.1,-4.8,4,0,0,89.7,13.1,,1029.4,636
2021-03-07,1.3,-5.4,8,0,0,264.8,6.9,,1023,225
2021-03-08,0,-5.3,5.9,0,0,37.8,6.1,,1020.4,532
2021-03-09,-0.1,-6.6,6.1,0,0,327,7.2,,1019.2,543
2021-03-10,2.6,-2.3,8.2,0,0,253.5,9.4,,1020.7,426
2021-03-11,7,3,10.4,31.1,0,248.2,24.6,,1011.3,7
2021-03-12,3.4,0.5,6.1,1.1,0,256.1,26.5,,1014.9,464
2021-03-13,3.2,0.2,6.6,21,0,240.7,27.9,,1009.6,12
2021-03-14,0.3,-1.1,2.1,5.7,60,274,23.6,,1014.2,251
2021-03-15,0.8,-0.5,3,8.3,120,274.4,19.8,,1016.6,43
2021-03-16,-0.1,-1,1.9,1.6,120,287.6,17.4,,1024.4,20
2021-03-17,-0.4,-2.7,2.9,1.5,140,318,9.3,,1023.5,128
2021-03-18,-2.1,-4.3,1.2,0.2,140,16.2,6.6,,1023.6,127
2021-03-19,-2.9,-7.5,1.5,3.1,140,354.6,10.5,,1019.8,188
2021-03-20,-3.5,-7.9,-0.1,0,150,38.2,9.7,,1027.3,217
2021-03-21,-1.3,-5.2,2.3,0,150,292.4,7.9,,1023.5,41
2021-03-22,-0.2,-1.6,1,0,140,356,6.6,,1024.2,0
2021-03-23,1.2,-2.4,7.1,0,130,36.5,4.1,,1026.6,313
2021-03-24,3.5,-4.2,13.1,0,70,246.2,6.1,,1024.3,715
2021-03-25,5.1,-2,12.6,0,0,264,8.4,,1022,600
2021-03-26,6.7,-0.8,13.9,7.9,0,224.4,8.1,,1020.5,618
2021-03-27,4.5,-0.9,7.6,0,0,263.3,18.6,,1026.3,389
2021-03-28,4.7,-3,13.9,0,0,,,,,691
2021-03-29,8.3,-0.3,17.8,0,0,260.1,7,,1031.9,719
2021-03-30,10.1,1.4,19.9,0,0,101.5,4.9,,1030.7,735
2021-03-31,11.5,1.7,21.8,0,0,240.7,3.5,,1024.9,733
2021-04-01,12.3,4.5,20.7,0,0,285.8,7.1,,1020.2,555
2021-04-02,8,-0.7,16.9,0,0,344.6,8.7,,1018.6,717
2021-04-03,1.7,-2.9,5.4,0,0,46.9,13.3,,1023.8,125
2021-04-04,2.8,-4.7,10.2,0,0,50.6,8.2,,1022.4,753
2021-04-05,2.6,-3.7,10.9,2.5,0,273,21.8,,1013.2,234
2021-04-06,-3.3,-7.9,0.9,2.1,20,297.3,17,,1016.7,376
2021-04-07,-2.8,-5.2,-0.1,0.1,50,288.7,20.4,,1021.4,331
2021-04-08,1.1,-3.4,6.8,0,20,258.5,10,,1026,606
2021-04-09,4.6,-4.2,13.9,0,0,225,11.3,,1018.5,457
2021-04-10,9.5,2.1,14,0,0,222.6,14,,1015,409
2021-04-11,8.4,2.2,16.9,3.9,0,241.3,11.9,,1011.5,347
2021-04-12,-0.2,-3.8,3.3,0.3,40,324.5,13,,1025.6,116
2021-04-13,-1.3,-5.6,3,0.6,0,355.3,7.8,,1030.3,209
2021-04-14,-0.9,-6.4,3.5,0,0,53.3,11,,1028.4,296
2021-04-15,0,-2.7,4,0.3,0,51.8,12.7,,1026.6,333
2021-04-16,-0.1,-4.4,4.8,0,0,54.5,13.9,,1024.7,402
2021-04-17,0.7,-5.7,5.3,0,0,51.2,11.1,,1022.8,194
2021-04-18,2.2,0.5,4.2,0,0,27.4,6.5,,1021.2,0
2021-04-19,3.1,-2.1,7.8,0.5,0,312.6,3.2,,1020,92
2021-04-20,5.5,-1.6,12.2,0,0,139.2,4.6,,1016.9,369
2021-04-21,6.5,-1.2,13.8,0,0,7.3,4.6,,1016.3,478
2021-04-22,6.1,-0.5,12.7,1.6,0,0.9,8.6,,1020.5,389
2021-04-23,6.2,-2.7,14.5,0,0,63.3,8.2,,1025.5,804
2021-04-24,8.6,-1.8,18.3,0,0,12.5,6,,1022.4,780
2021-04-25,7.8,-1,15.2,0,0,39.5,9.1,,1020.1,684
2021-04-26,6.5,-0.1,13.9,0,0,70.7,11.2,,1015.1,740
2021-04-27,7,-2.1,15.5,0,0,66.4,7.7,,1007.4,780
2021-04-28,9.8,1.2,18.5,4.3,0,217.8,8.7,,1004.1,444
2021-04-29,8.8,6.3,12.7,0.4,0,267.3,15.1,,1007.5,136
2021-04-30,4.9,2.8,7.3,14.9,0,26.1,5.9,,1012.7,0
2021-05-01,3.6,1.9,6.5,14.1,0,4.7,7.5,,1013,0
2021-05-02,4,-0.3,8.7,0,0,308.1,11.7,,1017.7,256
2021-05-03,4.8,-1.7,11.9,0,0,256.3,9.3,,1021.7,580
2021-05-04,8.9,-0.6,14.5,14.1,0,243.5,23.9,,1011.1,210
2021-05-05,5.2,2.1,7.9,0.5,0,265.2,22.5,,1010.6,414
2021-05-06,5.6,3.7,8.5,45.8,0,242,19.7,,1011.1,45
2021-05-07,4.6,-0.7,8.9,2.5,0,278.3,19,,1015.3,333
2021-05-08,8.7,-1.6,17.6,0,0,210,7.6,,1018,786
2021-05-09,15.7,4.3,24,0,0,175.7,10.5,,1010.5,784
2021-05-10,12.6,8.5,19,0,0,146.8,7.9,,1008.5,82
2021-05-11,9.4,7.3,14.5,5.3,0,322.5,9.2,,1009.5,38
2021-05-12,7.3,3.9,11.3,0.5,0,276.7,9.3,,1013.5,43
2021-05-13,6.9,2.5,11.2,0,0,255.4,9.3,,1009.7,311
2021-05-14,7.3,0.8,12.8,3.9,0,265.1,9.4,,1010.1,354
2021-05-15,7.2,4.6,12.3,10.9,0,239,16.4,,1010.5,94
2021-05-16,7.7,4.9,11.9,21.2,0,244.6,14.8,,1007.7,190
2021-05-17,6.5,5.3,9.3,28.2,0,251.5,22.1,,1010.7,95
2021-05-18,6.8,4.7,11.4,2.4,0,269.8,15.7,,1016.5,246
2021-05-19,7.1,3.3,13.1,1.9,0,280.4,12.9,,1019.2,498
2021-05-20,7.5,3.4,13.3,0.6,0,263.1,11.4,,1022.1,364
2021-05-21,6.8,2.8,11.8,15.7,0,242.5,16.9,,1013.5,65
2021-05-22,8.7,4.7,14,3.8,0,251,20.7,,1012.2,578
2021-05-23,8.3,3.3,13.6,0.2,0,251.6,14.9,,1017.6,556
2021-05-24,8.7,2.8,15.1,5.6,0,214.7,11.7,,1014.2,27
2021-05-25,7.5,3.8,11.8,1,0,257.9,23.4,,1020.4,530
2021-05-26,8.1,5.5,9.9,9.1,0,255.8,20,,1018.7,63
2021-05-27,7.5,2.8,12.7,2.3,0,294.1,10.2,,1020.6,290
2021-05-28,10.5,1.5,17,0,0,352.6,5.4,,1021.5,636
2021-05-29,10.8,4.3,16.4,0,0,60.4,10.9,,1022.9,457
2021-05-30,10,1.9,15.9,0,0,72.5,13.9,,1023.8,887
2021-05-31,10.9,1.7,18.4,0,0,88,12.3,,1020.6,905
2021-06-01,13,2.9,21.2,0,,74.2,6.8,,1017,864
2021-06-02,13.3,5,21.2,12.8,,227.1,4,,1016.9,367
2021-06-03,15.7,10.8,22.5,0.3,,249.8,4.9,,1022.1,175
2021-06-04,16.5,11.2,22.7,17.1,,245.9,5.7,,1022.4,187
2021-06-05,13.5,11.9,15.5,0.5,,261.8,11.6,,1021.9,0
2021-06-06,12.8,11.4,14.5,2.7,,318.5,9.5,,1022.3,0
2021-06-07,14,12.7,17.2,9.1,,347.8,10,,1021.1,8
2021-06-08,14.7,10.6,19.3,0.6,,43.9,9.1,,1021.7,73
2021-06-09,13.4,10,20.9,20,,8.2,6.1,,1022,281
2021-06-10,15,8.8,20.7,2.3,,4.1,5.6,,1021.7,554
2021-06-11,15.7,8.6,22.7,0.1,,357.8,5.8,,1020.4,533
2021-06-12,17.5,10.1,24.2,0.5,,296.1,11.4,,1021.8,721
2021-06-13,16.9,8.5,22.4,0,,7.2,7.4,,1025.3,807
2021-06-14,16.9,6.3,25.4,0,,75.1,6.5,,1021.5,919
2021-06-15,19.2,9.3,26.8,0,,300.2,5,,1019,783
2021-06-16,19.8,11.2,27.1,0,,151.4,5.3,,1016.1,753
2021-06-17,21,12.2,27.4,0,,180.8,6.4,,1015,786
2021-06-18,22.8,15.4,28.9,0.1,,319.2,5.5,,1015.1,708
2021-06-19,22,15.4,27.1,2.7,,197.1,7.3,,1016.1,697
2021-06-20,18.2,12.5,24.3,8.9,,266.2,11.8,,1011,214
2021-06-21,16.8,12.3,24.1,20.6,,241.5,6.7,,1009.8,459
2021-06-22,15.1,12.3,20.9,7.5,,207.8,5.1,,1012.6,249
2021-06-23,16,11.4,21.6,11,,74.7,5.7,,1017.5,403
2021-06-24,14.2,10.8,20.3,1.2,,280.6,7.5,,1018.4,186
2021-06-25,14.1,11.5,18.1,0,,293.1,9.5,,1020.2,82
2021-06-26,15.5,9.4,22.3,0,,91.7,6.5,,1018.6,432
2021-06-27,17.9,10.3,24.9,10.2,,111.4,7.2,,1016,593
2021-06-28,17.5,12.2,26.6,23.2,,49.8,8.4,,1015.4,543
2021-06-29,14.3,10.6,19.7,11.9,,236.8,9.5,,1014.2,317
2021-06-30,11.5,9.1,15.4,4.6,,258.3,16.6,,1015.6,160
2021-07-01,12.5,9.3,17.3,0,,277.1,14.6,,1017.8,254
2021-07-02,14.2,6.8,20.3,0,,291.5,7.3,,1019.2,831
2021-07-03,14.8,7.9,21.4,2.6,,241.2,4,,1017.1,376
2021-07-04,14.5,10.4,19.7,2,,259.2,8.7,,1014.1,122
2021-07-05,14.8,10.6,20.2,1.4,,232.3,12.9,,1013.8,168
2021-07-06,14.7,9.9,21.4,10.7,,228.4,10.3,,1012.6,165
2021-07-07,14.7,12.2,18.9,1.9,,165.3,4.5,,1017.9,247
2021-07-08,14.4,12.2,18.2,2.8,,4.4,7.2,,1019.7,49
2021-07-09,14.6,10,19.7,0,,296.9,12.3,,1022.4,413
2021-07-10,15.2,8,22.6,13.2,,198.4,5.3,,1018.4,593
2021-07-11,14.7,9.6,20.4,0,,289.4,8.9,,1017.4,403
2021-07-12,16.9,8.1,25.5,34.8,,91.8,5.4,,1012.5,467
2021-07-13,12.4,8.8,15.7,15.4,,294.8,14,,1010.4,44
2021-07-14,12.9,8.6,18.3,10.3,,253.8,14.6,,1012.9,225
2021-07-15,14.1,11.2,18.1,5.9,,265.9,13.6,,1013.8,120
2021-07-16,14.4,12,18.9,4,,4.8,7.3,,1019.2,166
2021-07-17,17,12.7,20.5,0.7,,18.1,12.5,,1022.1,157
2021-07-18,18.1,12.9,22.7,0,,36.8,12.3,,1020.9,797
2021-07-19,17.2,11.5,25.2,6,,34.6,10.8,,1019.3,671
2021-07-20,16.5,9.2,23.9,0,,17.4,5.7,,1019.3,677
2021-07-21,17.4,9,25.6,0,,31.3,5.7,,1021.4,657
2021-07-22,17.7,9.9,24.8,0,,346.9,6,,1020.9,755
2021-07-23,18.5,10,27,0.1,,62.5,4,,1016.4,747
2021-07-24,17.7,13.4,22.9,4.9,,220.1,7.7,,1012,117
2021-07-25,15.5,12.1,19.8,9.2,,243,6.4,,1011.6,137
2021-07-26,15.8,11.1,22,1.5,,250.7,6.2,,1014.1,350
2021-07-27,16.6,9.2,22.3,3.7,,236.5,7,,1015.5,467
2021-07-28,15.4,11.2,20.8,2.9,,252.3,10.2,,1015.8,393
2021-07-29,15.8,9.3,22.1,0,,260.7,11.8,,1016.2,569
2021-07-30,16.6,9.9,25.5,7.9,,235.5,10.1,,1012.8,521
2021-07-31,15.7,10.7,19.6,14,,288.3,11.4,,1012.6,415
2021-08-01,12.2,9.1,15.7,8.2,,293.6,9.5,,1012.4,116
2021-08-02,12.7,8.4,19.2,0,,263.1,9.3,,1016.1,291
2021-08-03,11.6,7.1,16.7,1.2,,244.3,10.2,,1015.8,32
2021-08-04,12.1,9.8,15.5,3.4,,214,5,,1014.8,57
2021-08-05,13.3,9.1,18.8,4.6,,252.1,9.5,,1012,162
2021-08-06,14.2,9.9,19.7,0,,252.9,15.4,,1009.8,247
2021-08-07,12.5,10.6,15.6,12.2,,215.3,8.6,,1008.5,0
2021-08-08,13.4,7.5,18.4,0,,258.1,14.8,,1015,710
2021-08-09,13.6,6.2,20.2,0,,225.3,8,,1020,514
2021-08-10,16.7,8.6,24.7,0,,259,7.2,,1019.7,749
2021-08-11,18.3,10,25.9,0,,271.4,7.2,,1020.8,680
2021-08-12,20.1,11.3,29.4,0,,230,5,,1021.1,769
2021-08-13,21.2,14.3,27,0,,260.3,10.6,,1023.4,681
2021-08-14,21.2,14.9,27.9,0,,261.6,5.1,,1022.4,659
2021-08-15,20.9,14.5,27.6,0,,239.4,7.1,,1016.9,550
2021-08-16,15.8,10.5,19.1,2.6,,272.1,18.7,,1015.8,264
2021-08-17,12.3,7.6,16.4,0.1,,295.3,11.2,,1020.7,343
2021-08-18,13.5,10,17.9,0,,273.7,12.5,,1019.6,84
2021-08-19,14.4,9.6,18.4,0,,285.9,7,,1017.7,106
2021-08-20,16.4,10.9,22.8,0,,302.1,5.5,,1018.3,462
2021-08-21,17.6,9.3,25.2,1.6,,222,7.4,,1019.2,716
2021-08-22,15,8.4,18.4,6,,273.8,14,,1020.3,19
2021-08-23,12.6,6.1,18.3,0,,304.5,10.2,,1022,328
2021-08-24,12.7,9.8,15.3,0,,64.5,17,,1022.7,173
2021-08-25,13.3,8.1,19,0,,72.8,13.5,,1020,457
2021-08-26,11.2,6.1,16.7,0.2,,291.3,13.3,,1015.5,235
2021-08-27,11.1,7.6,15.4,0,,310.4,12.3,,1017.1,512
2021-08-28,10.8,9.5,13.1,0.6,,311.3,11,,1018.5,41
2021-08-29,10.6,8.3,13.3,0.6,,302.6,11.8,,1018.3,12
2021-08-30,12,10.6,15.9,1.7,,307.5,11.7,,1017.9,56
2021-08-31,11.9,9.1,15.7,0,,13,7.6,,1022.1,62
2021-09-01,13,6.9,18.5,0,0,69.8,11.7,,1025.5,732
2021-09-02,12.6,4.8,20.6,0,0,84.1,9.9,,1024.4,773
2021-09-03,14,6.3,23.5,0,0,10.8,4.8,,1020,580
2021-09-04,14,8.3,21.8,9.4,0,301.3,4.1,,1017.8,495
2021-09-05,14.5,8.8,22.2,2.2,0,180.7,3.2,,1020.3,504
2021-09-06,14.9,8.5,22.8,0,0,70,5,,1023.5,566
2021-09-07,14.2,7.7,22.1,0,0,61.2,6.2,,1023.5,648
2021-09-08,15.2,7.1,23.1,0,0,125.8,6.5,,1018,710
2021-09-09,16,9.9,23.2,0.1,0,226.7,10.7,,1016,214
2021-09-10,15.7,11.3,21.5,1.4,0,232.8,8.1,,1017.2,90
2021-09-11,14.7,9.9,21.3,0,0,275.2,8.4,,1019.8,403
2021-09-12,14,7.7,20.8,0,0,341.2,4.2,,1019.2,423
2021-09-13,15.5,8.1,23.8,0,0,256.2,3.7,,1018.1,581
2021-09-14,16.7,9.7,24,1.6,0,219,5.9,,1016.7,339
2021-09-15,15.7,12.6,17.7,5.1,0,232.3,8.3,,1015.6,16
2021-09-16,13.7,9.9,17.3,14.4,0,292.8,8.3,,1016.5,55
2021-09-17,11.5,6.6,17.7,0,0,35.5,4.5,,1016.8,327
2021-09-18,11,4.5,18,0,0,93.1,5.1,,1015.8,634
2021-09-19,9.3,5.6,14.1,8.9,0,322.6,9.8,,1014,43
2021-09-20,10.9,9.1,13.3,0.2,0,10.8,5.2,,1018.8,3
2021-09-21,10.1,4.7,15,0,0,39.6,6,,1026.2,80
2021-09-22,8.2,2.4,15,0,0,64.5,9.2,,1027.9,540
2021-09-23,11,2.7,20.1,0,0,243.8,8.7,,1022.1,660
2021-09-24,11.6,3.8,20.7,0,0,270.1,9.5,,1019.6,660
2021-09-25,14.3,5.1,23,0.2,0,215.3,5.6,,1018,528
2021-09-26,13.5,9.1,17.5,9.7,0,255.3,7.6,,1018.9,30
2021-09-27,13.1,6.6,19.6,2.7,0,238.9,7.4,,1019.6,360
2021-09-28,11.4,7.1,14.9,0,0,55.8,9.3,,1022.8,550
2021-09-29,10.5,3.2,15.3,2.8,0,257.4,16.5,,1022.2,274
2021-09-30,6.1,0.4,13.4,0,0,266.7,4.6,,1028.2,609
2021-10-01,9.6,1.1,19.2,0,0,206.9,8.4,,1021,639
2021-10-02,12.5,7.5,18.8,0,0,206,12.3,,1015.1,474
2021-10-03,12.6,8.2,18.5,1.5,0,194.2,13.3,,1008.9,11
2021-10-04,9,7.8,10.8,8.4,0,317.4,7.6,,1018.3,0
2021-10-05,9.7,6.9,13.5,3.2,0,270.4,10,,1012.8,107
2021-10-06,7.4,4.8,11.5,0.6,0,267.4,16.2,,1021.2,375
2021-10-07,7.1,4.9,9.7,0,0,9.8,11.8,,1026.3,14
2021-10-08,8.6,5.4,12.8,0,0,66.7,18.9,,1026.5,68
2021-10-09,7.1,1.6,13,0,0,75.5,15.8,,1025.7,489
2021-10-10,4.6,-1.3,11.9,0,0,54.6,8.1,,1025.9,625
2021-10-11,5.2,-2.2,12.6,0,0,310.9,5.9,,1026.2,511
2021-10-12,6,3.6,8.4,2,0,295.3,11.5,,1022.9,6
2021-10-13,4.1,-1.4,8.5,0,0,346.6,9.1,,1025,192
2021-10-14,3.7,-2.3,11.4,0,0,151.1,4.4,,1027.2,608
2021-10-15,5.5,-0.8,14.1,0,0,267.4,8.1,,1020,521
2021-10-16,5.4,-0.5,12.2,0,0,40.3,5.2,,1021,458
2021-10-17,5.4,0.6,14.1,0,0,250.1,7.8,,1020.5,472
2021-10-18,7.1,-0.6,16.9,0,0,247.2,6.6,,1023.6,562
2021-10-19,9.7,3.1,19.5,0,0,240.7,10.6,,1024.4,65
2021-10-20,11.9,3.5,19,16.7,0,238.3,15.1,,1015.8,361
2021-10-21,10,7.3,14,5.4,0,249.3,29.3,,1010.9,377
2021-10-22,4.4,-1.7,7.8,0,0,289,12.3,,1021.1,551
2021-10-23,2.4,-2.4,8.7,0,0,36.8,8.7,,1028.1,577
2021-10-24,3.4,-3.1,13.6,0,0,191.8,6.7,,1025.2,579
2021-10-25,5.6,-0.4,15.1,0,0,238.6,6.7,,1021.6,373
2021-10-26,7.4,1.6,12,0,0,276.4,10.4,,1024.6,149
2021-10-27,4.9,-0.3,12.4,0,0,96,5.1,,1025.9,369
2021-10-28,5,-0.6,14.7,0,0,217,6.7,,1020.2,462
2021-10-29,5.8,0.3,15.6,0,0,191.4,6.5,,1013.4,483
2021-10-30,5.8,0.4,10.8,3.9,0,176.3,9,,1009.6,28
2021-10-31,9.8,5.9,15,0.5,0,186.5,9.8,,1009,
